song,bass tuba,french horn,trombone,trumpet,accordion,contrabass,violin,viola,cello,bassoon,clarinet,flute,oboe,alto saxophone
Tbn-ord-A#4-pp-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-F#3-pp-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-B3-ff-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-G#4-mf-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-A#4-mf-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-A#3-mf-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-A2-ff-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-C#2-pp-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-D#2-ff-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-D#3-ff-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-D2-ff-N-T37d,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-G#2-pp-N-T27u,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-D3-pp-N-T11u,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-G2-mf-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-B3-mf-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-C2-mf-N-T44d,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-G3-mf-N-T18d,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-G#4-pp-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-F#2-pp-N-T20d,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-C3-pp-N-T25d,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-G2-pp-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-C2-pp-N-T23d,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-A3-pp-N-T14u,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tbn-ord-C#3-ff-N-N,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F#2-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-E3-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-E5-mf-N-T13u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A4-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D#4-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-E2-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G4-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F2-ff-N-T11u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-B4-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A#3-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-B2-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C3-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C4-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G#3-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-B2-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C5-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F2-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C4-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D5-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F#3-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G4-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G3-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G3-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D4-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F5-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-B3-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-B3-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A3-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F4-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-B1-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A#3-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D#2-pp-N-R100u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-B2-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F3-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A#4-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-E2-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G2-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G#3-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D#3-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G#2-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D3-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A3-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-E3-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A#1-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F#3-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G#2-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C#4-mf-N-T12u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D4-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F5-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F#3-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C5-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G#2-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D3-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C#5-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D#5-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F4-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-E5-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D5-pp-N-T10u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-E5-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G4-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D#4-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D#3-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A#4-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A#3-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A4-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C#3-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-E4-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G2-ff-N-R100u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A#2-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-E3-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F#4-pp-N-T10u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D2-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-E4-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D#3-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F#4-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A#1-mf-N-T17d,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G2-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F4-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C#4-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G3-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D3-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-B4-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C2-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F#2-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A4-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A2-pp-N-R100u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C3-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G#1-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A2-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-B1-pp-N-T15d,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F5-pp-N-T11u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D#2-ff-N-T11u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C2-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A2-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G#3-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F#4-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F2-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D#5-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G#4-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A#2-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C2-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C#5-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C#2-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A#2-pp-N-R100d,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-B4-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D2-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G1-mf-N-T40d,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D2-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-B1-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F3-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C#3-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A1-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D5-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C#3-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C4-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F3-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G#4-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A#4-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-E2-ff-N-T18u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C5-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C#2-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-A3-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D#4-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D4-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-E4-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C3-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D#2-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C#2-mf-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-D#5-ff-N-T10u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-G#4-pp-N-T10u,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C#5-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-F#2-ff-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-B3-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hn-ord-C#4-pp-N-N,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Va-ord-B4-ff-2c-T11u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E6-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C4-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#5-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#4-mf-3c-T11d,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#4-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F5-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#6-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G3-ff-4c-T22u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G5-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B4-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#5-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C5-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#5-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#3-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#4-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E5-pp-2c-T11u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#4-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#5-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#6-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A3-mf-3c-R100d,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B4-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#6-mf-1c-T13u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D3-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#4-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#6-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#4-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#3-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G5-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F5-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#5-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#4-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#4-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B4-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G4-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#4-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#3-pp-4c-T17u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#4-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F5-ff-2c-T11u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A4-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F4-ff-2c-T10u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#3-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#5-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G3-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C5-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#5-mf-1c-T11u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#3-mf-4c-T22u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E5-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#5-ff-1c-T12u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E5-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#6-pp-2c-T11u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D4-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B6-ff-1c-T13u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C4-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#5-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F6-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#4-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#4-mf-4c-T26u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#6-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C5-ff-4c-T17u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#4-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C6-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#6-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#5-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C6-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#4-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B5-mf-1c-T15u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B4-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D4-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C3-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#4-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D5-mf-3c-T10d,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#3-pp-4c-T18u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G3-mf-4c-T21u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C5-mf-4c-T21u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#3-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B3-pp-3c-T12u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F3-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B5-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#6-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#5-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C5-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#5-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#4-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D4-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F4-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#4-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C4-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#3-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#3-ff-4c-T24u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C5-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B3-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C5-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#4-pp-3c-T10d,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#5-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G4-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A4-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B4-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#5-mf-1c-T16u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#5-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D6-pp-1c-T11u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G5-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E6-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#5-ff-1c-T15u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A4-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#5-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A3-mf-4c-T10u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#5-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D3-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A4-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#4-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#4-ff-1c-T12u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C6-ff-1c-T17u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#4-pp-4c-T10u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F5-mf-2c-T12u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#6-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D4-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F5-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#6-ff-1c-T10u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G5-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A4-ff-3c-R100d,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E4-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G4-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#3-pp-4c-T11u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D4-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#5-ff-1c-T15u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#3-ff-4c-T17u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A3-ff-4c-T16u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F5-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C5-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#4-ff-4c-T10u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D5-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F5-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A4-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#5-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F6-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E3-pp-4c-T17u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#6-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#3-mf-4c-T12u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C7-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E4-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E3-mf-4c-T19u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G4-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#5-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A3-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
